Course Number,Course Title,,,,ABG,AGS,AMG,EEO,HP,IX,MAT,MDR,NTHS,program,OPS,PAM,PTK,PRS,PTE,PB,SALUTE,SCE,SKD
HUM A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
HVAC A100,Air Cond/Refrigeratn Princpl,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A101,Basic Electrical for HVAC-R,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A102,Refrigeration Service,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A103,Air Conditioning Serv,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A104,Air Balance,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A105,Air Cond & Refrig Controls,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A106,Non-Residential Applications for HVAC,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A110,Pneumatic Controls,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A111,Ice Machine Service & Repair,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A112,EPA 608,,,,,X,,,,,,,X,3.6,,,X,,,,X,,
HVAC A140,Building Automation,,,,X,X,,,,,,,X,3.6,,,X,,,,X,,
ID A050,Interior Design Lab,,,,,X,,,,,,,X,9.3,,,X,,,,X,,
ID A100,Fund of Interior Design,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A105,Interior Dsgn Studio 1,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A110,Design Comm 1: Design Graphics,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,X,
ID A120,Interior Design Careers,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A130,Design Communication 2: CAD 2D,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A150,Interior Materials & Products,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A170,Space Planning,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A175,Appl Color/Dsgn Theory,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A180,Hist Arch & Furnishng 1,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A190,Hist Arch/Furnishings 2,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A199,Current Issues in Interior Design,,,,,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A200,Design Communication 3: Illustration,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A210,Fundamentals of Lighting,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A215,Interior Dsgn Studio 2,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A220,Int Design Construction Docs,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A230,Business/Prof Practice,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A240,Interior Design Internship,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A245,Portfolio Development,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A250,Codes and Building Systems,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A260,Dsgn Comm 4:Digital Visualiztn,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A265,Studio Project Specializn,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A280,Interior Design Studio - Bath Design,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A285,Interior Design Studio-Kitchen,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A290,Building Info Modeling for ID,,,,X,X,,,,,,,X,9.3,,,X,,X,,X,,
ID A291,Dir Study,,,,,X,,,,,,,X,9.3,,,X,,,,X,,
ID A292,Dir Study,,,,,X,,,,,,,X,9.3,,,X,,,,X,,
ID A293,Dir Study,,,,,X,,,,,,,X,9.3,,,X,,,,X,,
IMVR A120,Intro to Immersive Media AR/VR,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
IMVR A130,Immersive Game Development I,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
IMVR A210,Coding Basics for Immersive Media Applications,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A100,IHC Principles & Practice I,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A115,Clinical Skills for the IHC,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A200,Principles & Practice II,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A210,"Hlth Care, Insur, Pub Asst",,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A220,Tech and Topics in Health Ed,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A225,Intro to CAM,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A230,Assess & Analyzing Health Info,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
INHL A250,IHC Supervised Practice,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,,,X,,
IT A110,PC A+ Certificate Prep,,,,X,X,,,,,,,X,10.3,,,X,,,,X,,
IT A191,Network/Comm Technologies,,,,X,X,,,,,,,X,10.3,,,X,,,,X,,
ITAL A180,Elementary Italian 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
ITAL A185,Elementary Italian 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
ITAL A199,Current Topics in Italian,,,,,X,X,,,,,,,,X,,X,,,,X,,
ITAL A280,Intermediate Italian 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
ITAL A285,Intermediate Italian 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
ITAL A294,Dir Study,,,,,X,,,,,,,,,X,,X,,,,X,,
ITRN A392,Internship Academy-Level 2,,,,,X,,,,,,,,,,,X,,,,X,,
ITRN A393,Internship Academy-Level 3,,,,,X,,,,,,,,,,,X,,,,X,,
JAPN A180,Elementary Japanese 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
JAPN A180H,Elementary Japanese 1 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
JAPN A185,Elementary Japanese 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
JAPN A185H,Elementary Japanese 2 Honors,,,,,X,X,,X,,,,,,X,,X,,,,X,,
JAPN A280,Intermediate Japanese 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
JAPN A285,Intermediate Japanese 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
JOUR A110,News Writing/Reporting,,,,X,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A113,Social Media Journalism,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A115,Student Newspaper I,,,,X,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A116,Multi-Mdia Rprt/Prducng,,,,X,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A117,Narrative Journalism,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A123,Social Media for Print and Online Journalists Level 2,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A125,Student Newspaper II,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A126,Multi-Media Reporting and Producing Level 2,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A133,Social Media fr Print/Online 3,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A135,Student Newspaper III,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A143,Social Media fr Print/Online 4,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A145,Student Newspaper IV,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A185,Photojournalism,,,,X,X,,,,,,,X,11.8,,,X,,X,,X,X,
JOUR A199,Current Issues in Journalism,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A210,Advanced Newswriting and Reporting,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A215,Coast Report Ed Brd Level 1,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A225,Coast Report Ed Brd Level 2,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A235,Coast Report Ed Brd Level 3,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
JOUR A245,Coast Report Ed Brd Level 4,,,,,X,,,,,,,X,11.8,,,X,,,,X,X,
KIN A102,Medical Terminology,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
KIN A103,Basic Life Support CPR (AHA),,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
KIN A105,Cardiovascular Fitness,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A106,Weight Training Level 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A107,Fitness Programs I,,,,,X,,,,,,X,X,,,,X,,,,X,,
KIN A108,Strength and Conditioning,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A109,Cardio Train & Strength Dev 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A110,Walking for Fitness Level 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A111,Step Cardio & Core Level 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A112,Body Sculpting Level 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A114,Cardio-Kick Boxing Level 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A115,Cross Training - Level 1,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A118,Strength & Conditioning 2,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A119,Cardio Train & Strngth Devel 2,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A124,Hiking,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A125,Self Defense for Women,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A126,Aikido,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A127,Karate,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A128,Hatha Yoga - Level I,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A129,T'ai Chi Chih,,,,,X,,,,,,,X,,,,X,,,,X,,
KIN A130,Aqua Fitness,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A131,Swimming for Fitness Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A132,Swimming Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A136,Introduction to Sailing,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A137,Intmd Sailing/Intro Keel Boats,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A138,Introduction to Ocean Sailing,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A141,Surfing and Ocean Safety Lev 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A142,Snowboarding Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A143,Snowboarding Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A145,Badminton Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A146,Tennis Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A147,Table Tennis - Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A148,Pickleball,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A149,Snorkeling,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A150,Basketball,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A151,Futsal/Indoor Soccer Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A152,Soccer Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A153,Golf Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A154,Volleyball Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A156,Rock Climbing Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A157,Sand Volleyball,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A158,Flag Football level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A159,Lacrosse Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A170,Adapted Strength Training,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A171,Adapted Individual Sports - Bowling,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A172,Adapted Aquatics,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A173,Adapted Strength & Balance,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A174,Adapted Cardio Fitness,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A175,Adapted Aerobic Exercise,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A176,Adapted Stretching,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A177,Adapted Yoga,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A202,Introduction to Kinesiology,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A203,First Aid and CPR,,,,X,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A204,Techniques and Theory Coaching,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A205,Coaching Internship,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A206,Weight Training Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A208,Strength and Conditioning II,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A210,Walking for Fitness Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A214,Cardio Kickboxing Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A215,Cross Training - Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A218,Strength & Conditioning 4,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A225,Self Defense for Women Level 2,,,,,,,,,,,,X,12.4,,,X,,,,X,,
KIN A228,Hatha Yoga Level II,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A231,Swimming for Fitness - Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A232,Swimming Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A241,Surfing and Ocean Safety 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A245,Badminton Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A246,Tennis Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A247,Table Tennis - Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A251,Futsal/Indoor Soccer Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A252,Soccer Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A253,Golf Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A254,Volleyball Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A256,Rock Climbing Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A257,Surfing and Ocean Safety 3,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A258,Flag Football Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A259,Lacrosse Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A270,Fitness & Health,,,,,X,,,,,,X,X,12.4,,,X,,,,X,,
KIN A271,Drugs & Sports,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A272,Movement Analysis,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A273,Sports Medicine,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A274,Athletic Taping and Modalities,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A275,Sports Med Practicum Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A276,Sports Med Practicum Level 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A277,Sports Med Practicum Level 3,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A278,Sports Med Practicum Level 4,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A279,Sports Management,,,,X,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A280,trength & Conditioning Theory,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A282,Intro to Exercise Physiology,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A282H,Intro to Exercise Phys Honors,,,,,X,,,X,,,,X,12.4,,,X,,,,X,,
KIN A283,Nutrition Fitness Performance,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A284,Theory of Yoga,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A285,Yoga Methodology,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A286,Yoga Methodology 2,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A287,Yoga Practicum Level 1,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A288,Stress Mgmt Theory & Applic,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A289,Sport and Exercise Psychology,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A290,Sport and Society,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A291,Kinesiology Directed Study,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A292,Kinesiology Directed Study,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A293,Kinesiology Directed Study,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A294,Kinesiology Directed Study,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A295,Kinesiology Directed Study,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A296,Personal Trainer,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A297,Fitness Specialist Practicum,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
KIN A298,Fitness Specialist Internship,,,,,X,,,,,,,X,12.4,,,X,,,,X,,
LEAD A180,Personal Leadership,,,,X,X,,,,,,,,,,,X,,,,X,X,
LEAD A200,Organizational Leadership,,,,X,X,,,,,,,,,,,X,,,,X,X,
LIBR A100,Library Research/Info Comp,,,,,X,,,,,,,,,,,X,,,,X,,
LIBR A100H,Library Research/Info Comp Hon,,,,,X,,,X,,,,,,,,X,,,,X,,
LIBR A103,College Research Skills,,,,,X,,,,,,,,,,,X,,,,X,,
LRNG A001,Basic Skills Remediation,,,,,X,,,,,,,,,,,X,,,,X,,
LRNG A010,Life Skills Disabled Student A,,,,,X,,,,,,,X,"12.1, 12.2",,,,,,,X,,
LRNG A020,Life Skills Disabled Student B,,,,,X,,,,,,,X,"12.1, 12.2",,,,,,,X,,
LRNG A040,Learning Skills-Writing,,,,,X,,,,,,,X,"12.1, 12.2",,,X,,,,X,,
LRNG A050,Learning Strat for Math,,,,,X,,,,,,,X,"12.1, 12.2",,,X,,,,X,,
MA A150,Medical Assisting Core,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
MA A175,Administrative Medical Assisting I,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
MA A181,Clinical Medical Assisting 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
MA A205,Administrative Medical Asstg 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
MA A281,Med Asstg Clinical Experience,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
MA A289,Clinical MA 2 Specialty Proced,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
MA A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MA A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MA A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MA A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MA A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MACH A100,Intro to Machine Shop,,,,,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A105,Lathe,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A110,Milling Machine,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A115,Production Maching Techniques,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A120,Measurement& Blueprint Reading,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A121,Computat for Machinists,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A122,Machine Shop Inspection,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A125,CNC Machine Operation 1,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A126,CNC Machine Operation 2,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A130,Intro CNC & Manual Prog,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A133,CNC Program-Mastercam 1,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A134,CNC Program-Mastercam 2,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A141,Mastercam Lathe,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A142,Mastercam Solids,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A146,Machining with MasterCAM,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A147,Intro to 5 Axis Machining,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A148,Advanced Multi Axis Programming & Machining,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A152,Introduction to SolidWorks,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A158,Additive Manufacturing/3D Printing,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A175,Dimensioning and Tolerancing,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A190,Elementary Metallurgy,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A195,Manufacturing Processes,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A199,Current Topics in Machine Technology,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A200,Tooling,,,,X,X,,,,,,,X,"5.5, 5.6, 5.8",,,X,,,,X,,
MACH A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MACH A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MACH A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MACH A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MACH A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MARA A136,Introduction to Sailing,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A137,Intmd Sail - Intro Keel Boats,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A138,Introduction to Ocean Sailing,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A150,Coastal Navigation,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A151,Maritime Industry,,,,,X,,X,,,,,X,13.5,,,X,,,,X,,
MARA A152,Boat Handling and Seamanship,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A153,Marine Basic Safety Training,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A154,Vessel & Engine Maint,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A156,Maritime Environment,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A157,Radar Observer,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A200,Professional Mariner Internshp,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A201,Prof Mariner Internship Lectur,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A210,USCG License Exam Preparation,,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A215,Rating Form Nav Watch (RFPNW),,,,,X,,,,,,,X,13.5,,,X,,,,X,,
MARA A291,Directed Study,,,,,X,,,,,,,,,,,X,,,,X,,
MARA A292,Directed Study,,,,,X,,,,,,,,,,,X,,,,X,,
MARA A293,Directed Study,,,,,X,,,,,,,,,,,X,,,,X,,
MARA A294,Directed Study,,,,,X,,,,,,,,,,,X,,,,X,,
MARA A295,Directed Study,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A008,Pre-Algebra,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A010,Elementary Algebra,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A030,Intermediate Algebra,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A045,Combined Elementary & Intermediate Algebra,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A090,Support for Liberal Arts Math,,,,,X,,,,,,,,,,,,,,,X,,
MATH A091,Support for College Algebra,,,,,X,,,,,,,,,,,,,,,X,,
MATH A092,Support for Trigonometry,,,,,X,,,,,,,,,,,,,,,X,,
MATH A094,Support for Business Calculus,,,,,X,,,,,,,,,,,,,,,X,,
MATH A096,Support for Intro to Statistcs,,,,,X,,,,,,,,,,,,,,,X,,
MATH A100,Liberal Arts Mathematics,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A104,Mathematics for Elem Teachers,,,,,X,,,,,,,X,12.2,,,X,,,,X,,
MATH A115,College Algebra,,,,X,X,,,,,X,X,,,,,X,,,,X,,
MATH A120,Trigonometry,,,,X,X,,,,,X,X,,,,,X,,,,X,,
MATH A140,Business Calculus,,,,X,X,,,,,X,X,X,7.2,,,X,,,,X,,
MATH A155,Finite Mathematics with Applications,,,,X,X,,,,,X,,X,7.2,,,X,,,,X,,
MATH A160,Introduction to Statistics,,"SEE STAT A160, C1000",,X,X,,,,,X,X,X,"2.1, 7.1, 7.2",,,X,,,,X,,
STAT A160,Introduction to Statistics,,"SEE MATH A160, STAT C1000",,X,X,,,,,X,X,X,"2.1, 7.1, 7.2",,,X,,,,X,,
STAT C1000,Introduction to Statistics,,"SEE MATH A160, STAT A160",,X,X,,,,,,,X,,,,X,,,,X,,
MATH A170,Precalculus,,,,,X,,,,,X,X,X,7.2,,,X,,,,X,,
MATH A180,Calculus 1,,,,X,X,,,,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A180H,Calculus 1 Honors,,,,X,X,,,X,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A182H,Calculus 1 and 2 Honors,,,,X,X,,,X,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A185,Calculus 2,,,,X,X,,,,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
